Stacja;Data;Godzina;zjawisko;Zachmurzenia;Cisnienie
12125;08.07.2020;00:00:00;Deszcz;0;1011.9
12230;08.07.2020;00:00:00;Deszcz;0;1014.4
12295;08.07.2020;00:00:00;Mgˆa;3;1014.9
12300;08.07.2020;00:00:00;Deszcz;8;1015.4
12125;08.07.2020;01:00:00;Deszcz;0;1011.3
12210;08.07.2020;01:00:00;Deszcz;0;1013.1
12230;08.07.2020;01:00:00;Deszcz;0;1014.2
12235;08.07.2020;01:00:00;Deszcz;8;1013.4
12295;08.07.2020;01:00:00;Mgˆa;1;1014.9
12300;08.07.2020;01:00:00;Deszcz;8;1015.1
12330;08.07.2020;01:00:00;Deszcz;8;1015.4
12570;08.07.2020;01:00:00;Mgˆa;0;1018.2
12125;08.07.2020;02:00:00;Deszcz;0;1011.0
12235;08.07.2020;02:00:00;Deszcz;8;1012.9
12300;08.07.2020;02:00:00;Deszcz;8;1014.8
12330;08.07.2020;02:00:00;Deszcz;8;1015.2
12418;08.07.2020;02:00:00;Deszcz;0;1016.0
12570;08.07.2020;02:00:00;Mgˆa;7;1018.0
12690;08.07.2020;02:00:00;Mgˆa;3;1019.1
12125;08.07.2020;03:00:00;Deszcz;0;1010.7
12250;08.07.2020;03:00:00;Deszcz;8;1013.6
12330;08.07.2020;03:00:00;Deszcz;8;1014.8
12418;08.07.2020;03:00:00;Deszcz;0;1015.9
12690;08.07.2020;03:00:00;Mgˆa;3;1019.3
12125;08.07.2020;04:00:00;Deszcz;0;1010.9
12250;08.07.2020;04:00:00;Deszcz;8;1013.5
12435;08.07.2020;04:00:00;Deszcz;8;1015.3
12690;08.07.2020;04:00:00;Mgˆa;3;1019.2
12435;08.07.2020;05:00:00;Deszcz;8;1015.4
12690;08.07.2020;05:00:00;Mgˆa;3;1018.7
12124;08.07.2020;01:00:00;Burza;8;1011.6
12136;08.07.2020;00:00:00;Deszcz;8;1012.2
12136;08.07.2020;02:00:00;Deszcz;8;1011.6
12226;07.07.2020;23:00:00;Deszcz;8;1014.4
12226;08.07.2020;02:00:00;Deszcz;8;1013.7
12270;08.07.2020;06:00:00;Deszcz;7;1013.3
12326;08.07.2020;02:00:00;Deszcz;8;1015.5
12418;08.07.2020;06:00:00;Deszcz;8;1015.8
12435;08.07.2020;06:00:00;Deszcz;8;1015.7
12500;08.07.2020;06:00:00;Deszcz;8;1017.3
12310;08.07.2020;07:00:00;Deszcz;8;1015.3
12418;08.07.2020;07:00:00;Deszcz;7;1016.0
12500;08.07.2020;07:00:00;Deszcz;8;1017.4
12210;08.07.2020;08:00:00;Deszcz;0;1013.5
12418;08.07.2020;08:00:00;Deszcz;7;1016.1
12418;08.07.2020;09:00:00;Deszcz;8;1016.0
12125;08.07.2020;10:00:00;Deszcz;0;1012.0
12415;08.07.2020;10:00:00;Deszcz;8;1016.5
12424;08.07.2020;10:00:00;Deszcz;8;1016.7
12520;08.07.2020;10:00:00;Deszcz;7;1016.4
12400;08.07.2020;11:00:00;Deszcz;7;1015.7
12415;08.07.2020;11:00:00;Deszcz;8;1016.5
12424;08.07.2020;11:00:00;Deszcz;8;1016.8
12500;08.07.2020;11:00:00;Deszcz;8;1016.3
12520;08.07.2020;11:00:00;Deszcz;8;1016.9
12136;08.07.2020;03:00:00;Deszcz;7;1011.3
12146;08.07.2020;03:00:00;Deszcz;6;1011.5
12146;08.07.2020;04:00:00;Deszcz;6;1011.1
12326;08.07.2020;03:00:00;Deszcz;8;1015.1
12326;08.07.2020;04:00:00;Deszcz;7;1014.9
12336;08.07.2020;03:00:00;Deszcz;7;1014.7
12336;08.07.2020;04:00:00;Deszcz;7;1014.5
12342;08.07.2020;04:00:00;Deszcz;7;1013.6
12415;08.07.2020;12:00:00;Deszcz;8;1016.4
12455;08.07.2020;12:00:00;Deszcz;8;1016.6
12500;08.07.2020;12:00:00;Deszcz;8;1016.5
12520;08.07.2020;12:00:00;Deszcz;8;1017.0
12530;08.07.2020;12:00:00;Deszcz;8;1016.4
12418;08.07.2020;13:00:00;Deszcz;8;1015.8
12424;08.07.2020;13:00:00;Deszcz;8;1016.6
12455;08.07.2020;13:00:00;Deszcz;8;1016.3
12469;08.07.2020;13:00:00;Deszcz;7;1016.4
12500;08.07.2020;13:00:00;Deszcz;8;1016.4
12520;08.07.2020;13:00:00;Deszcz;8;1017.2
12530;08.07.2020;13:00:00;Deszcz;8;1016.6
12540;08.07.2020;13:00:00;Deszcz;8;1016.2
12415;08.07.2020;14:00:00;Deszcz;8;1016.6
12418;08.07.2020;14:00:00;Deszcz;8;1015.9
12424;08.07.2020;14:00:00;Deszcz;8;1016.5
12455;08.07.2020;14:00:00;Deszcz;8;1016.4
12495;08.07.2020;14:00:00;Deszcz;8;1015.9
12500;08.07.2020;14:00:00;Deszcz;8;1016.3
12520;08.07.2020;14:00:00;Deszcz;8;1017.3
12530;08.07.2020;14:00:00;Deszcz;8;1016.8
12540;08.07.2020;14:00:00;Deszcz;8;1016.8
12570;08.07.2020;14:00:00;Deszcz;8;1016.1
12455;08.07.2020;15:00:00;Deszcz;8;1016.4
12469;08.07.2020;15:00:00;Deszcz;7;1016.5
12495;08.07.2020;15:00:00;Deszcz;8;1016.3
12500;08.07.2020;15:00:00;Deszcz;8;1016.7
12520;08.07.2020;15:00:00;Deszcz;8;1017.2
12530;08.07.2020;15:00:00;Deszcz;8;1016.9
12540;08.07.2020;15:00:00;Deszcz;8;1016.9
12560;08.07.2020;15:00:00;Deszcz;8;1017.1
12570;08.07.2020;15:00:00;Deszcz;8;1016.6
12600;08.07.2020;15:00:00;Deszcz;8;1017.2
12455;08.07.2020;16:00:00;Deszcz;8;1016.2
12469;08.07.2020;16:00:00;Deszcz;8;1016.6
12495;08.07.2020;16:00:00;Deszcz;8;1016.3
12500;08.07.2020;16:00:00;Deszcz;8;1016.5
12520;08.07.2020;16:00:00;Deszcz;8;1017.1
12530;08.07.2020;16:00:00;Deszcz;8;1016.7
12540;08.07.2020;16:00:00;Deszcz;8;1017.1
12560;08.07.2020;16:00:00;Deszcz;8;1017.1
12570;08.07.2020;16:00:00;Deszcz;8;1016.5
12600;08.07.2020;16:00:00;Deszcz;8;1017.2
12310;08.07.2020;17:00:00;Deszcz;6;1015.7
12469;08.07.2020;17:00:00;Deszcz;8;1016.4
12520;08.07.2020;17:00:00;Deszcz;8;1017.0
12530;08.07.2020;17:00:00;Deszcz;8;1016.6
12540;08.07.2020;17:00:00;Deszcz;8;1017.7
12550;08.07.2020;17:00:00;Deszcz;0;1016.7
12560;08.07.2020;17:00:00;Deszcz;8;1017.5
12566;08.07.2020;17:00:00;Deszcz;8;1017.4
12570;08.07.2020;17:00:00;Deszcz;8;1016.7
12600;08.07.2020;17:00:00;Deszcz;8;1017.5
12454;08.07.2020;09:00:00;Deszcz;8;1016.1
12454;08.07.2020;13:00:00;Deszcz;8;1016.2
12495;08.07.2020;18:00:00;Deszcz;7;1016.4
12540;08.07.2020;18:00:00;Deszcz;8;1017.7
12560;08.07.2020;18:00:00;Deszcz;8;1017.5
12566;08.07.2020;18:00:00;Deszcz;8;1017.6
12570;08.07.2020;18:00:00;Deszcz;8;1016.9
12575;08.07.2020;18:00:00;Deszcz;0;1017.4
12600;08.07.2020;18:00:00;Deszcz;8;1018.0
12495;08.07.2020;19:00:00;Deszcz;7;1016.6
12540;08.07.2020;19:00:00;Deszcz;8;1017.8
12560;08.07.2020;19:00:00;Deszcz;8;1017.9
12566;08.07.2020;19:00:00;Deszcz;8;1018.3
12570;08.07.2020;19:00:00;Deszcz;8;1017.2
12575;08.07.2020;19:00:00;Deszcz;0;1017.9
12580;08.07.2020;19:00:00;Deszcz;8;1017.6
12585;08.07.2020;19:00:00;Deszcz;0;1017.3
12600;08.07.2020;19:00:00;Deszcz;8;1018.6
12660;08.07.2020;19:00:00;Deszcz;0;1017.4
12495;08.07.2020;20:00:00;Deszcz;8;1016.9
12560;08.07.2020;20:00:00;Deszcz;8;1018.1
12566;08.07.2020;20:00:00;Deszcz;8;1018.6
12570;08.07.2020;20:00:00;Deszcz;8;1017.5
12580;08.07.2020;20:00:00;Deszcz;8;1017.7
12600;08.07.2020;20:00:00;Deszcz;8;1018.4
12660;08.07.2020;20:00:00;Deszcz;0;1018.2
12695;08.07.2020;20:00:00;Deszcz;0;1018.0
12495;08.07.2020;21:00:00;Deszcz;8;1017.0
12566;08.07.2020;21:00:00;Deszcz;8;1018.6
12575;08.07.2020;21:00:00;Deszcz;0;1018.5
12580;08.07.2020;21:00:00;Deszcz;8;1017.9
12595;08.07.2020;21:00:00;Deszcz;0;1017.5
12600;08.07.2020;21:00:00;Deszcz;8;1018.6
12660;08.07.2020;21:00:00;Deszcz;0;1018.5
12670;08.07.2020;21:00:00;Deszcz;8;1018.1
12695;08.07.2020;21:00:00;Deszcz;0;1018.2
12495;08.07.2020;22:00:00;Deszcz;8;1017.3
12575;08.07.2020;22:00:00;Deszcz;0;1018.6
12580;08.07.2020;22:00:00;Deszcz;8;1018.3
12595;08.07.2020;22:00:00;Deszcz;0;1017.8
12660;08.07.2020;22:00:00;Deszcz;0;1018.6
12670;08.07.2020;22:00:00;Deszcz;8;1018.5
12424;08.07.2020;23:00:00;Mgˆa;0;1018.1
12500;08.07.2020;23:00:00;Mgˆa;5;1019.1
12540;08.07.2020;23:00:00;Mgˆa;3;1018.6
12580;08.07.2020;23:00:00;Deszcz;8;1018.3
12595;08.07.2020;23:00:00;Deszcz;0;1017.7
12660;08.07.2020;23:00:00;Deszcz;0;1018.5
12670;08.07.2020;23:00:00;Deszcz;8;1018.5
12695;08.07.2020;23:00:00;Deszcz;0;1018.5
12295;09.07.2020;00:00:00;Mgˆa;4;1016.1
12300;09.07.2020;00:00:00;Mgˆa;5;1016.6
12424;09.07.2020;00:00:00;Mgˆa;3;1018.0
12452;08.07.2020;19:00:00;Deszcz;7;1015.4
12454;08.07.2020;15:00:00;Deszcz;7;1016.1
12466;08.07.2020;20:00:00;Deszcz;7;1016.6
12485;08.07.2020;16:00:00;Deszcz;7;1015.8
12485;08.07.2020;17:00:00;Deszcz;7;1015.9
12485;08.07.2020;18:00:00;Deszcz;7;1015.9
12485;08.07.2020;19:00:00;Deszcz;7;1016.1
12485;08.07.2020;20:00:00;Deszcz;7;1016.5
12530;09.07.2020;00:00:00;Mgˆa;6;1018.2
12580;09.07.2020;00:00:00;Deszcz;8;1018.4
12500;09.07.2020;00:00:00;Mgˆa;3;1019.0
12540;09.07.2020;00:00:00;Mgˆa;6;1018.9
12575;09.07.2020;00:00:00;Deszcz;0;1018.6
12595;09.07.2020;00:00:00;Deszcz;0;1017.8
12660;09.07.2020;00:00:00;Deszcz;0;1018.6
12670;09.07.2020;00:00:00;Deszcz;8;1018.7
12695;09.07.2020;00:00:00;Deszcz;0;1018.6
12295;09.07.2020;01:00:00;Mgˆa;0;1016.4
12300;09.07.2020;01:00:00;Mgˆa;7;1016.5
12424;09.07.2020;01:00:00;Mgˆa;0;1018.2
12455;09.07.2020;01:00:00;Mgˆa;0;1018.0
12500;09.07.2020;01:00:00;Mgˆa;0;1019.2
12530;09.07.2020;01:00:00;Mgˆa;6;1018.6
12540;09.07.2020;01:00:00;Mgˆa;5;1018.7
12566;09.07.2020;01:00:00;Mgˆa;6;1018.9
12580;09.07.2020;01:00:00;Deszcz;8;1018.4
12600;09.07.2020;01:00:00;Mgˆa;7;1018.9
12670;09.07.2020;01:00:00;Deszcz;8;1018.9
12690;09.07.2020;01:00:00;Deszcz;8;1018.4
12695;09.07.2020;01:00:00;Deszcz;0;1018.9
12270;09.07.2020;02:00:00;Mgˆa;1;1016.8
12272;09.07.2020;02:00:00;Mgˆa;1;1016.1
12295;09.07.2020;02:00:00;Mgˆa;1;1016.6
12300;09.07.2020;02:00:00;Mgˆa;7;1016.5
12330;09.07.2020;02:00:00;Mgˆa;5;1017.2
12400;09.07.2020;02:00:00;Mgˆa;0;1017.4
12424;09.07.2020;02:00:00;Mgˆa;2;1018.3
12435;09.07.2020;02:00:00;Mgˆa;0;1017.7
12455;09.07.2020;02:00:00;Mgˆa;0;1018.1
12465;09.07.2020;02:00:00;Mgˆa;5;1018.0
12469;09.07.2020;02:00:00;Mgˆa;4;1018.3
12500;09.07.2020;02:00:00;Mgˆa;3;1018.9
12560;09.07.2020;02:00:00;Mgˆa;5;1018.8
12566;09.07.2020;02:00:00;Mgˆa;8;1019.0
12600;09.07.2020;02:00:00;Mgˆa;7;1019.0
12670;09.07.2020;02:00:00;Deszcz;8;1019.0
12690;09.07.2020;02:00:00;Deszcz;8;1018.7
12695;09.07.2020;02:00:00;Deszcz;0;1019.0
12250;09.07.2020;03:00:00;Mgˆa;3;1016.8
12270;09.07.2020;03:00:00;Mgˆa;1;1017.2
12272;09.07.2020;03:00:00;Mgˆa;1;1016.3
12400;09.07.2020;03:00:00;Mgˆa;7;1017.6
12424;09.07.2020;03:00:00;Mgˆa;7;1018.5
12435;09.07.2020;03:00:00;Mgˆa;0;1018.3
12455;09.07.2020;03:00:00;Mgˆa;0;1018.6
12469;09.07.2020;03:00:00;Mgˆa;6;1018.4
12500;09.07.2020;03:00:00;Mgˆa;5;1019.2
12520;09.07.2020;03:00:00;Mgˆa;7;1019.1
12600;09.07.2020;03:00:00;Mgˆa;6;1019.5
12690;09.07.2020;03:00:00;Deszcz;8;1018.9
12695;09.07.2020;03:00:00;Deszcz;0;1019.0
12270;09.07.2020;04:00:00;Mgˆa;2;1017.4
12330;09.07.2020;04:00:00;Mgˆa;7;1017.5
12400;09.07.2020;04:00:00;Mgˆa;7;1017.6
12424;09.07.2020;04:00:00;Mgˆa;7;1018.8
12435;09.07.2020;04:00:00;Mgˆa;8;1018.4
12455;09.07.2020;04:00:00;Mgˆa;8;1019.0
12469;09.07.2020;04:00:00;Mgˆa;6;1018.8
12520;09.07.2020;04:00:00;Mgˆa;6;1019.4
12600;09.07.2020;04:00:00;Mgˆa;4;1019.5
12690;09.07.2020;04:00:00;Deszcz;8;1019.1
12330;09.07.2020;05:00:00;Mgˆa;7;1017.6
12435;09.07.2020;05:00:00;Mgˆa;8;1018.6
12455;09.07.2020;05:00:00;Mgˆa;8;1018.9
12469;09.07.2020;05:00:00;Mgˆa;8;1019.0
12520;09.07.2020;05:00:00;Mgˆa;6;1019.1
12136;09.07.2020;01:00:00;Mgˆa;0;1015.3
12136;09.07.2020;02:00:00;Mgˆa;0;1015.4
12326;09.07.2020;01:00:00;Mgˆa;0;1017.2
12326;09.07.2020;02:00:00;Mgˆa;0;1017.2
12330;09.07.2020;06:00:00;Deszcz;7;1017.7
12336;09.07.2020;00:00:00;Mgˆa;1;1017.0
12336;09.07.2020;01:00:00;Mgˆa;0;1017.1
12336;09.07.2020;02:00:00;Mgˆa;0;1017.1
12454;09.07.2020;02:00:00;Mgˆa;4;1018.0
12200;09.07.2020;10:00:00;Deszcz;8;1014.5
12200;09.07.2020;11:00:00;Deszcz;8;1014.1
12210;09.07.2020;11:00:00;Deszcz;0;1014.5
12300;09.07.2020;11:00:00;Deszcz;8;1014.4
12500;09.07.2020;11:00:00;Deszcz;7;1016.3
12146;09.07.2020;04:00:00;Deszcz;6;1015.9
12326;09.07.2020;03:00:00;Mgˆa;7;1017.4
12326;09.07.2020;04:00:00;Mgˆa;8;1017.7
12336;09.07.2020;03:00:00;Mgˆa;3;1017.4
12336;09.07.2020;04:00:00;Mgˆa;6;1017.7
12336;09.07.2020;05:00:00;Mgˆa;7;1017.8
12376;09.07.2020;03:00:00;Mgˆa;2;1017.5
12454;09.07.2020;03:00:00;Mgˆa;6;1018.2
12454;09.07.2020;04:00:00;Mgˆa;8;1018.5
12454;09.07.2020;05:00:00;Mgˆa;8;1018.9
12454;09.07.2020;06:00:00;Mgˆa;8;1019.2
12200;09.07.2020;12:00:00;Deszcz;8;1013.6
12205;09.07.2020;12:00:00;Deszcz;8;1013.7
12500;09.07.2020;12:00:00;Deszcz;7;1015.6
12520;09.07.2020;12:00:00;Deszcz;7;1016.6
12100;09.07.2020;13:00:00;Deszcz;8;1013.6
12200;09.07.2020;13:00:00;Deszcz;8;1013.0
12205;09.07.2020;13:00:00;Deszcz;8;1013.2
12330;09.07.2020;13:00:00;Deszcz;8;1014.4
12100;09.07.2020;14:00:00;Deszcz;8;1013.4
12105;09.07.2020;14:00:00;Deszcz;8;1013.6
12200;09.07.2020;14:00:00;Deszcz;8;1012.5
12205;09.07.2020;14:00:00;Deszcz;8;1012.4
12210;09.07.2020;14:00:00;Deszcz;0;1013.2
12300;09.07.2020;14:00:00;Deszcz;8;1013.1
12330;09.07.2020;14:00:00;Deszcz;8;1014.6
12418;09.07.2020;14:00:00;Deszcz;8;1014.2
12105;09.07.2020;15:00:00;Deszcz;8;1013.2
12115;09.07.2020;15:00:00;Deszcz;8;1013.6
12200;09.07.2020;15:00:00;Deszcz;8;1011.3
12205;09.07.2020;15:00:00;Deszcz;8;1011.5
12210;09.07.2020;15:00:00;Deszcz;0;1012.5
12300;09.07.2020;15:00:00;Deszcz;8;1012.4
12330;09.07.2020;15:00:00;Deszcz;8;1014.2
12418;09.07.2020;15:00:00;Deszcz;8;1014.1
12435;09.07.2020;15:00:00;Deszcz;8;1014.8
12100;09.07.2020;16:00:00;Deszcz;8;1011.5
12105;09.07.2020;16:00:00;Deszcz;8;1012.3
12115;09.07.2020;16:00:00;Deszcz;8;1013.0
12120;09.07.2020;16:00:00;Deszcz;8;1013.4
12125;09.07.2020;16:00:00;Deszcz;0;1013.3
12200;09.07.2020;16:00:00;Deszcz;8;1010.0
12205;09.07.2020;16:00:00;Deszcz;8;1010.4
12210;09.07.2020;16:00:00;Deszcz;0;1011.1
12235;09.07.2020;16:00:00;Deszcz;8;1013.8
12360;09.07.2020;16:00:00;Deszcz;0;1015.0
12418;09.07.2020;16:00:00;Deszcz;8;1013.5
12465;09.07.2020;16:00:00;Deszcz;8;1015.4
12100;09.07.2020;17:00:00;Deszcz;8;1010.5
12105;09.07.2020;17:00:00;Deszcz;8;1011.5
12115;09.07.2020;17:00:00;Deszcz;8;1012.2
12120;09.07.2020;17:00:00;Deszcz;8;1012.7
12125;09.07.2020;17:00:00;Deszcz;0;1012.7
12200;09.07.2020;17:00:00;Deszcz;8;1009.0
12210;09.07.2020;17:00:00;Deszcz;0;1010.0
12270;09.07.2020;17:00:00;Deszcz;8;1015.0
12330;09.07.2020;17:00:00;Deszcz;7;1012.6
12360;09.07.2020;17:00:00;Deszcz;0;1015.2
12469;09.07.2020;17:00:00;Deszcz;8;1015.2
12520;09.07.2020;17:00:00;Deszcz;7;1014.4
12560;09.07.2020;17:00:00;Deszcz;8;1016.0
12212;09.07.2020;12:00:00;Deszcz;7;1014.1
12212;09.07.2020;13:00:00;Deszcz;8;1013.9
12212;09.07.2020;14:00:00;Deszcz;8;1013.3
12226;09.07.2020;12:00:00;Deszcz;8;1014.6
12226;09.07.2020;13:00:00;Deszcz;8;1014.6
12226;09.07.2020;14:00:00;Deszcz;8;1014.1
12326;09.07.2020;14:00:00;Deszcz;8;1014.8
12100;09.07.2020;18:00:00;Deszcz;8;1009.4
12105;09.07.2020;18:00:00;Deszcz;8;1010.3
12115;09.07.2020;18:00:00;Deszcz;8;1011.5
12120;09.07.2020;18:00:00;Deszcz;8;1012.0
12125;09.07.2020;18:00:00;Deszcz;0;1012.0
12135;09.07.2020;18:00:00;Deszcz;8;1012.8
12200;09.07.2020;18:00:00;Deszcz;8;1008.0
12235;09.07.2020;18:00:00;Deszcz;8;1012.3
12270;09.07.2020;18:00:00;Deszcz;8;1015.0
12360;09.07.2020;18:00:00;Deszcz;0;1014.6
12375;09.07.2020;18:00:00;Deszcz;8;1015.7
12465;09.07.2020;18:00:00;Deszcz;8;1014.7
12570;09.07.2020;18:00:00;Deszcz;8;1016.6
12100;09.07.2020;19:00:00;Deszcz;8;1008.5
12105;09.07.2020;19:00:00;Deszcz;8;1009.2
12115;09.07.2020;19:00:00;Deszcz;8;1010.6
12120;09.07.2020;19:00:00;Deszcz;8;1011.1
12125;09.07.2020;19:00:00;Deszcz;0;1011.1
12135;09.07.2020;19:00:00;Deszcz;8;1012.3
12160;09.07.2020;19:00:00;Deszcz;8;1013.2
12235;09.07.2020;19:00:00;Deszcz;8;1011.0
12375;09.07.2020;19:00:00;Deszcz;8;1015.2
12385;09.07.2020;19:00:00;Deszcz;8;1016.3
12488;09.07.2020;19:00:00;Deszcz;8;1016.0
12495;09.07.2020;19:00:00;Deszcz;8;1016.6
12100;09.07.2020;20:00:00;Deszcz;8;1008.0
12105;09.07.2020;20:00:00;Deszcz;8;1008.6
12115;09.07.2020;20:00:00;Deszcz;8;1010.0
12120;09.07.2020;20:00:00;Deszcz;8;1010.7
12125;09.07.2020;20:00:00;Deszcz;0;1010.5
12135;09.07.2020;20:00:00;Deszcz;8;1011.9
12160;09.07.2020;20:00:00;Deszcz;8;1012.8
12185;09.07.2020;20:00:00;Deszcz;0;1013.9
12230;09.07.2020;20:00:00;Deszcz;0;1010.8
12235;09.07.2020;20:00:00;Deszcz;8;1010.7
12270;09.07.2020;20:00:00;Deszcz;8;1014.0
12375;09.07.2020;20:00:00;Deszcz;8;1015.0
12385;09.07.2020;20:00:00;Deszcz;8;1016.3
12400;09.07.2020;20:00:00;Deszcz;7;1011.5
12488;09.07.2020;20:00:00;Deszcz;8;1016.1
12497;09.07.2020;20:00:00;Deszcz;8;1017.4
12105;09.07.2020;21:00:00;Deszcz;8;1007.9
12120;09.07.2020;21:00:00;Deszcz;8;1009.9
12155;09.07.2020;21:00:00;Deszcz;8;1011.3
12160;09.07.2020;21:00:00;Deszcz;8;1012.2
12235;09.07.2020;21:00:00;Deszcz;8;1010.2
12270;09.07.2020;21:00:00;Deszcz;8;1013.7
12375;09.07.2020;21:00:00;Deszcz;8;1014.9
12400;09.07.2020;21:00:00;Burza;7;1011.9
12115;09.07.2020;21:00:00;Deszcz;8;1009.0
12135;09.07.2020;21:00:00;Deszcz;8;1011.3
12230;09.07.2020;21:00:00;Deszcz;0;1010.3
12272;09.07.2020;21:00:00;Deszcz;8;1013.3
12488;09.07.2020;21:00:00;Deszcz;8;1016.1
12497;09.07.2020;21:00:00;Deszcz;8;1017.2
12520;09.07.2020;21:00:00;Deszcz;7;1014.1
12115;09.07.2020;22:00:00;Deszcz;8;1008.3
12120;09.07.2020;22:00:00;Deszcz;8;1009.3
12125;09.07.2020;22:00:00;Deszcz;0;1008.7
12135;09.07.2020;22:00:00;Deszcz;8;1010.3
12160;09.07.2020;22:00:00;Deszcz;8;1011.2
12185;09.07.2020;22:00:00;Deszcz;0;1013.4
12272;09.07.2020;22:00:00;Deszcz;8;1012.6
12280;09.07.2020;22:00:00;Deszcz;8;1013.8
12385;09.07.2020;22:00:00;Deszcz;8;1015.7
12155;09.07.2020;22:00:00;Deszcz;8;1009.8
12115;09.07.2020;23:00:00;Deszcz;8;1008.1
12120;09.07.2020;23:00:00;Deszcz;8;1008.4
12125;09.07.2020;23:00:00;Deszcz;0;1007.9
12135;09.07.2020;23:00:00;Deszcz;8;1009.0
12155;09.07.2020;23:00:00;Deszcz;8;1008.9
12160;09.07.2020;23:00:00;Deszcz;8;1009.9
12185;09.07.2020;23:00:00;Deszcz;0;1012.6
12195;09.07.2020;23:00:00;Deszcz;8;1014.3
12272;09.07.2020;23:00:00;Deszcz;8;1011.8
12280;09.07.2020;23:00:00;Deszcz;8;1013.6
12124;09.07.2020;16:00:00;Deszcz;8;1012.5
12124;09.07.2020;17:00:00;Deszcz;8;1011.8
12124;09.07.2020;18:00:00;Deszcz;8;1010.6
12124;09.07.2020;19:00:00;Deszcz;8;1009.7
12124;09.07.2020;20:00:00;Deszcz;8;1008.9
12136;09.07.2020;15:00:00;Deszcz;8;1013.3
12136;09.07.2020;16:00:00;Deszcz;8;1013.6
12136;09.07.2020;17:00:00;Deszcz;8;1012.9
12136;09.07.2020;18:00:00;Deszcz;8;1012.3
12136;09.07.2020;19:00:00;Deszcz;8;1011.3
12136;09.07.2020;20:00:00;Deszcz;8;1010.6
12142;09.07.2020;17:00:00;Deszcz;8;1013.4
12142;09.07.2020;18:00:00;Deszcz;8;1012.7
12142;09.07.2020;19:00:00;Deszcz;8;1012.0
12142;09.07.2020;20:00:00;Deszcz;8;1011.6
12146;09.07.2020;16:00:00;Deszcz;7;1013.7
12146;09.07.2020;17:00:00;Deszcz;8;1013.4
12146;09.07.2020;18:00:00;Deszcz;8;1012.9
12146;09.07.2020;19:00:00;Deszcz;8;1012.3
12146;09.07.2020;20:00:00;Deszcz;8;1011.7
12212;09.07.2020;15:00:00;Deszcz;8;1013.0
12212;09.07.2020;16:00:00;Deszcz;8;1011.7
12212;09.07.2020;17:00:00;Deszcz;8;1010.7
12212;09.07.2020;18:00:00;Deszcz;8;1009.6
12212;09.07.2020;19:00:00;Deszcz;8;1008.8
12226;09.07.2020;15:00:00;Deszcz;8;1013.2
12226;09.07.2020;16:00:00;Deszcz;8;1012.5
12226;09.07.2020;17:00:00;Deszcz;8;1011.4
12226;09.07.2020;18:00:00;Deszcz;8;1010.5
12226;09.07.2020;19:00:00;Deszcz;8;1010.1
12226;09.07.2020;20:00:00;Deszcz;8;1010.1
12326;09.07.2020;15:00:00;Deszcz;8;1014.3
12336;09.07.2020;15:00:00;Deszcz;8;1014.8
12336;09.07.2020;16:00:00;Deszcz;8;1013.8
12342;09.07.2020;15:00:00;Deszcz;8;1014.6
12342;09.07.2020;16:00:00;Deszcz;8;1013.9
12345;09.07.2020;15:00:00;Deszcz;0;1014.8
12345;09.07.2020;16:00:00;Deszcz;0;1014.8
12345;09.07.2020;17:00:00;Deszcz;0;1014.4
12376;09.07.2020;18:00:00;Deszcz;7;1015.8
12376;09.07.2020;19:00:00;Deszcz;8;1015.7
12376;09.07.2020;20:00:00;Deszcz;8;1015.6
12452;09.07.2020;16:00:00;Deszcz;8;1015.1
12452;09.07.2020;17:00:00;Deszcz;8;1014.7
12452;09.07.2020;18:00:00;Deszcz;8;1014.4
12454;09.07.2020;18:00:00;Deszcz;7;1014.1
12466;09.07.2020;17:00:00;Deszcz;8;1015.1
12466;09.07.2020;19:00:00;Deszcz;8;1014.8
12466;09.07.2020;20:00:00;Deszcz;7;1014.7
12485;09.07.2020;20:00:00;Deszcz;7;1015.6
12490;09.07.2020;18:00:00;Deszcz;7;1016.2
12490;09.07.2020;19:00:00;Deszcz;8;1016.3
12120;10.07.2020;00:00:00;Deszcz;8;1008.2
12125;10.07.2020;00:00:00;Deszcz;0;1007.5
12135;10.07.2020;00:00:00;Deszcz;8;1008.2
12155;10.07.2020;00:00:00;Deszcz;8;1008.4
12160;10.07.2020;00:00:00;Deszcz;8;1009.4
12195;10.07.2020;00:00:00;Deszcz;8;1014.1
12272;10.07.2020;00:00:00;Deszcz;8;1010.7
12280;10.07.2020;00:00:00;Deszcz;8;1012.4
12135;10.07.2020;01:00:00;Deszcz;8;1007.7
12155;10.07.2020;01:00:00;Deszcz;8;1007.9
12160;10.07.2020;01:00:00;Deszcz;8;1008.7
12195;10.07.2020;01:00:00;Deszcz;8;1013.3
12272;10.07.2020;01:00:00;Deszcz;8;1010.3
12280;10.07.2020;01:00:00;Deszcz;8;1011.4
12360;10.07.2020;01:00:00;Deszcz;0;1011.9
12135;10.07.2020;02:00:00;Deszcz;8;1007.0
12195;10.07.2020;02:00:00;Deszcz;8;1012.4
12280;10.07.2020;02:00:00;Deszcz;8;1010.8
12195;10.07.2020;03:00:00;Deszcz;8;1011.2
12424;10.07.2020;03:00:00;Mgˆa;6;1012.3
12195;10.07.2020;04:00:00;Deszcz;8;1010.8
12205;10.07.2020;04:00:00;Deszcz;8;1009.9
12424;10.07.2020;04:00:00;Deszcz;7;1012.5
